"species","area","year","quarter","division","length","count","catchnumber","prop"
"hom","27",2019,2,"27.4.a",38,2,127,0.0322
"hom","27",2019,2,"27.4.a",39,1,63,0.016
"hom","27",2019,2,"27.4.a",40,1,63,0.016
"hom","27",2019,2,"27.4.a",41,1,63,0.016
"hom","27",2019,2,"27.4.a",42,1,63,0.016
"hom","27",2019,2,"27.6.a",33,2,94864,0.5
"hom","27",2019,2,"27.6.a",35,2,94864,0.5
"hom","27",2019,2,"27.7.b",16,16,193468,0.0408
"hom","27",2019,2,"27.7.b",17,38,459488,0.0969
"hom","27",2019,2,"27.7.b",18,50,604590,0.1276
"hom","27",2019,2,"27.7.b",19,32,386937,0.0816
"hom","27",2019,2,"27.7.b",20,18,217652,0.0459
"hom","27",2019,2,"27.7.b",21,4,48367,0.0102
"hom","27",2019,2,"27.7.b",22,12,145101,0.0306
"hom","27",2019,2,"27.7.b",23,18,217652,0.0459
"hom","27",2019,2,"27.7.b",24,10,120918,0.0255
"hom","27",2019,2,"27.7.b",25,64,773875,0.1633
"hom","27",2019,2,"27.7.b",26,64,773875,0.1633
"hom","27",2019,2,"27.7.b",27,46,556222,0.1173
"hom","27",2019,2,"27.7.b",28,12,145101,0.0306
"hom","27",2019,2,"27.7.b",29,2,24183,0.0051
"hom","27",2019,2,"27.7.b",30,2,24183,0.0051
"hom","27",2019,2,"27.7.b",34,2,24183,0.0051
"hom","27",2019,2,"27.7.b",35,2,24183,0.0051
"hom","27",2019,3,"27.4.a",33,1,6267,0.3153
"hom","27",2019,3,"27.4.a",34,1,6804,0.3423
"hom","27",2019,3,"27.4.a",35,1,6804,0.3423
"hom","27",2019,3,"27.6.a",22,6,18361,0.0082
"hom","27",2019,3,"27.6.a",23,118,158634,0.0708
"hom","27",2019,3,"27.6.a",24,167,201968,0.0901
"hom","27",2019,3,"27.6.a",25,148,212419,0.0948
"hom","27",2019,3,"27.6.a",26,150,310187,0.1384
"hom","27",2019,3,"27.6.a",27,160,590244,0.2634
"hom","27",2019,3,"27.6.a",28,120,428974,0.1914
"hom","27",2019,3,"27.6.a",29,50,119191,0.0532
"hom","27",2019,3,"27.6.a",30,28,92291,0.0412
"hom","27",2019,3,"27.6.a",31,9,24188,0.0108
"hom","27",2019,3,"27.6.a",32,3,15580,0.007
"hom","27",2019,3,"27.6.a",33,4,42927,0.0192
"hom","27",2019,3,"27.6.a",34,1,20270,0.009
"hom","27",2019,3,"27.6.a",36,2,5669,0.0025
"hom","27",2019,3,"27.7.b",24,1,3114,6e-04
"hom","27",2019,3,"27.7.b",25,11,174317,0.0354
"hom","27",2019,3,"27.7.b",26,40,521822,0.1058
"hom","27",2019,3,"27.7.b",27,125,1647836,0.3342
"hom","27",2019,3,"27.7.b",28,93,1279313,0.2595
"hom","27",2019,3,"27.7.b",29,51,673649,0.1366
"hom","27",2019,3,"27.7.b",30,20,203460,0.0413
"hom","27",2019,3,"27.7.b",31,4,22148,0.0045
"hom","27",2019,3,"27.7.b",32,8,148712,0.0302
"hom","27",2019,3,"27.7.b",33,5,65905,0.0134
"hom","27",2019,3,"27.7.b",34,6,67401,0.0137
"hom","27",2019,3,"27.7.b",35,6,116808,0.0237
"hom","27",2019,3,"27.7.b",36,1,5971,0.0012
"hom","27",2019,3,"27.7.c",27,8,50267,0.1756
"hom","27",2019,3,"27.7.c",28,7,43984,0.1536
"hom","27",2019,3,"27.7.c",29,11,69118,0.2414
"hom","27",2019,3,"27.7.c",30,3,18850,0.0658
"hom","27",2019,3,"27.7.c",31,3,11474,0.0401
"hom","27",2019,3,"27.7.c",32,1,2595,0.0091
"hom","27",2019,3,"27.7.c",33,10,40706,0.1422
"hom","27",2019,3,"27.7.c",34,11,28549,0.0997
"hom","27",2019,3,"27.7.c",35,4,10381,0.0363
"hom","27",2019,3,"27.7.c",36,3,7786,0.0272
"hom","27",2019,3,"27.7.c",38,1,2595,0.0091
"hom","27",2019,3,"27.7.d",16,14,30995,9e-04
"hom","27",2019,3,"27.7.d",17,43,125893,0.0038
"hom","27",2019,3,"27.7.d",18,121,3176596,0.0956
"hom","27",2019,3,"27.7.d",19,250,7812176,0.235
"hom","27",2019,3,"27.7.d",20,276,3703644,0.1114
"hom","27",2019,3,"27.7.d",21,458,3121697,0.0939
"hom","27",2019,3,"27.7.d",22,463,4961344,0.1493
"hom","27",2019,3,"27.7.d",23,356,3211543,0.0966
"hom","27",2019,3,"27.7.d",24,249,1820743,0.0548
"hom","27",2019,3,"27.7.d",25,211,2440887,0.0734
"hom","27",2019,3,"27.7.d",26,127,1288532,0.0388
"hom","27",2019,3,"27.7.d",27,74,1036866,0.0312
"hom","27",2019,3,"27.7.d",28,27,437891,0.0132
"hom","27",2019,3,"27.7.d",29,8,38271,0.0012
"hom","27",2019,3,"27.7.d",31,1,15497,5e-04
"hom","27",2019,3,"27.7.d",32,1,15497,5e-04
"hom","27",2019,3,"27.7.j",24,1,13226,0.0021
"hom","27",2019,3,"27.7.j",25,7,80871,0.013
"hom","27",2019,3,"27.7.j",26,23,253821,0.0407
"hom","27",2019,3,"27.7.j",27,112,1278058,0.2049
"hom","27",2019,3,"27.7.j",28,165,1924750,0.3086
"hom","27",2019,3,"27.7.j",29,97,1090978,0.1749
"hom","27",2019,3,"27.7.j",30,63,848952,0.1361
"hom","27",2019,3,"27.7.j",31,16,235447,0.0377
"hom","27",2019,3,"27.7.j",32,18,198186,0.0318
"hom","27",2019,3,"27.7.j",33,6,95798,0.0154
"hom","27",2019,3,"27.7.j",34,8,106457,0.0171
"hom","27",2019,3,"27.7.j",35,4,41277,0.0066
"hom","27",2019,3,"27.7.j",36,1,13226,0.0021
"hom","27",2019,3,"27.7.j",37,2,32690,0.0052
"hom","27",2019,3,"27.7.j",40,1,24249,0.0039
"hom","27",2019,4,"27.4.c",16,1,4000,5e-04
"hom","27",2019,4,"27.4.c",17,3,24800,0.0032
"hom","27",2019,4,"27.4.c",18,25,319254,0.041
"hom","27",2019,4,"27.4.c",19,61,989810,0.1271
"hom","27",2019,4,"27.4.c",20,79,1342648,0.1724
"hom","27",2019,4,"27.4.c",21,63,977036,0.1254
"hom","27",2019,4,"27.4.c",22,66,1181737,0.1517
"hom","27",2019,4,"27.4.c",23,65,990192,0.1271
"hom","27",2019,4,"27.4.c",24,50,758213,0.0973
"hom","27",2019,4,"27.4.c",25,42,600328,0.0771
"hom","27",2019,4,"27.4.c",26,21,241177,0.031
"hom","27",2019,4,"27.4.c",27,15,181974,0.0234
"hom","27",2019,4,"27.4.c",28,16,170671,0.0219
"hom","27",2019,4,"27.4.c",29,1,7200,9e-04
"hom","27",2019,4,"27.6.a",19,2,10915,0.0014
"hom","27",2019,4,"27.6.a",20,2,10915,0.0014
"hom","27",2019,4,"27.6.a",21,3,18260,0.0024
"hom","27",2019,4,"27.6.a",22,5,32816,0.0043
"hom","27",2019,4,"27.6.a",23,4,18867,0.0025
"hom","27",2019,4,"27.6.a",24,5,37319,0.0049
"hom","27",2019,4,"27.6.a",25,21,105852,0.014
"hom","27",2019,4,"27.6.a",26,110,624695,0.0826
"hom","27",2019,4,"27.6.a",27,340,1918220,0.2537
"hom","27",2019,4,"27.6.a",28,398,1911889,0.2529
"hom","27",2019,4,"27.6.a",29,272,1161594,0.1536
"hom","27",2019,4,"27.6.a",30,170,634097,0.0839
"hom","27",2019,4,"27.6.a",31,115,439672,0.0582
"hom","27",2019,4,"27.6.a",32,74,228659,0.0302
"hom","27",2019,4,"27.6.a",33,56,173939,0.023
"hom","27",2019,4,"27.6.a",34,43,132063,0.0175
"hom","27",2019,4,"27.6.a",35,26,54500,0.0072
"hom","27",2019,4,"27.6.a",36,14,35104,0.0046
"hom","27",2019,4,"27.6.a",37,7,6066,8e-04
"hom","27",2019,4,"27.6.a",38,3,4479,6e-04
"hom","27",2019,4,"27.6.a",39,1,396,1e-04
"hom","27",2019,4,"27.7.d",16,42,63507,0.0023
"hom","27",2019,4,"27.7.d",17,264,576931,0.0205
"hom","27",2019,4,"27.7.d",18,867,2577372,0.0914
"hom","27",2019,4,"27.7.d",19,985,3668773,0.1301
"hom","27",2019,4,"27.7.d",20,836,3424570,0.1214
"hom","27",2019,4,"27.7.d",21,702,3338327,0.1184
"hom","27",2019,4,"27.7.d",22,489,2926742,0.1038
"hom","27",2019,4,"27.7.d",23,406,3008079,0.1067
"hom","27",2019,4,"27.7.d",24,280,2422919,0.0859
"hom","27",2019,4,"27.7.d",25,237,2117955,0.0751
"hom","27",2019,4,"27.7.d",26,179,1503001,0.0533
"hom","27",2019,4,"27.7.d",27,134,1528686,0.0542
"hom","27",2019,4,"27.7.d",28,68,556292,0.0197
"hom","27",2019,4,"27.7.d",29,27,302216,0.0107
"hom","27",2019,4,"27.7.d",30,12,141611,0.005
"hom","27",2019,4,"27.7.d",31,1,12726,5e-04
"hom","27",2019,4,"27.7.d",32,2,34242,0.0012
"hom","27",2019,4,"27.7.e",17,4,5282,0.0199
"hom","27",2019,4,"27.7.e",18,1,2382,0.009
"hom","27",2019,4,"27.7.e",19,14,12116,0.0456
"hom","27",2019,4,"27.7.e",20,21,16050,0.0604
"hom","27",2019,4,"27.7.e",21,44,19873,0.0747
"hom","27",2019,4,"27.7.e",22,66,63795,0.2399
"hom","27",2019,4,"27.7.e",23,36,47541,0.1788
"hom","27",2019,4,"27.7.e",24,40,40079,0.1507
"hom","27",2019,4,"27.7.e",25,21,24546,0.0923
"hom","27",2019,4,"27.7.e",26,16,8385,0.0315
"hom","27",2019,4,"27.7.e",27,13,18229,0.0685
"hom","27",2019,4,"27.7.e",28,4,5282,0.0199
"hom","27",2019,4,"27.7.e",32,1,2382,0.009
"hom","27",2019,4,"27.7.f",16,28,109129,0.003
"hom","27",2019,4,"27.7.f",17,76,405627,0.0111
"hom","27",2019,4,"27.7.f",18,155,1286213,0.0352
"hom","27",2019,4,"27.7.f",19,303,2645037,0.0725
"hom","27",2019,4,"27.7.f",20,282,2850378,0.0781
"hom","27",2019,4,"27.7.f",21,486,5479427,0.1501
"hom","27",2019,4,"27.7.f",22,524,6189642,0.1696
"hom","27",2019,4,"27.7.f",23,393,4811328,0.1318
"hom","27",2019,4,"27.7.f",24,312,3624855,0.0993
"hom","27",2019,4,"27.7.f",25,266,2855265,0.0782
"hom","27",2019,4,"27.7.f",26,227,2367991,0.0649
"hom","27",2019,4,"27.7.f",27,221,2189138,0.06
"hom","27",2019,4,"27.7.f",28,127,1058836,0.029
"hom","27",2019,4,"27.7.f",29,57,544926,0.0149
"hom","27",2019,4,"27.7.f",30,7,48806,0.0013
"hom","27",2019,4,"27.7.f",31,2,15679,4e-04
"hom","27",2019,4,"27.7.f",32,2,15679,4e-04
"hom","27",2019,4,"27.7.f",34,1,1204,0
"hom","27",2019,4,"27.7.g",9,1,33487,0.0012
"hom","27",2019,4,"27.7.g",10,1,33487,0.0012
"hom","27",2019,4,"27.7.g",14,3,23093,9e-04
"hom","27",2019,4,"27.7.g",15,34,179632,0.0067
"hom","27",2019,4,"27.7.g",16,70,586731,0.0217
"hom","27",2019,4,"27.7.g",17,80,1119828,0.0415
"hom","27",2019,4,"27.7.g",18,85,1166429,0.0432
"hom","27",2019,4,"27.7.g",19,203,2536732,0.094
"hom","27",2019,4,"27.7.g",20,320,4356200,0.1614
"hom","27",2019,4,"27.7.g",21,347,4615928,0.171
"hom","27",2019,4,"27.7.g",22,305,2869834,0.1063
"hom","27",2019,4,"27.7.g",23,222,1945186,0.0721
"hom","27",2019,4,"27.7.g",24,191,1393877,0.0516
"hom","27",2019,4,"27.7.g",25,190,1450868,0.0537
"hom","27",2019,4,"27.7.g",26,229,1892889,0.0701
"hom","27",2019,4,"27.7.g",27,187,1559352,0.0578
"hom","27",2019,4,"27.7.g",28,91,813434,0.0301
"hom","27",2019,4,"27.7.g",29,37,322575,0.012
"hom","27",2019,4,"27.7.g",30,8,88597,0.0033
"hom","27",2019,4,"27.7.g",31,1,4928,2e-04
"hom","27",2020,1,"27.6.a",19,7,73189,0.0038
"hom","27",2020,1,"27.6.a",20,27,257341,0.0134
"hom","27",2020,1,"27.6.a",21,62,610631,0.0318
"hom","27",2020,1,"27.6.a",22,55,416244,0.0217
"hom","27",2020,1,"27.6.a",23,36,444492,0.0231
"hom","27",2020,1,"27.6.a",24,38,525182,0.0273
"hom","27",2020,1,"27.6.a",25,74,367548,0.0191
"hom","27",2020,1,"27.6.a",26,267,1969863,0.1025
"hom","27",2020,1,"27.6.a",27,616,3985795,0.2073
"hom","27",2020,1,"27.6.a",28,637,3721686,0.1936
"hom","27",2020,1,"27.6.a",29,460,2418350,0.1258
"hom","27",2020,1,"27.6.a",30,270,1397427,0.0727
"hom","27",2020,1,"27.6.a",31,167,956243,0.0497
"hom","27",2020,1,"27.6.a",32,128,579023,0.0301
"hom","27",2020,1,"27.6.a",33,98,450448,0.0234
"hom","27",2020,1,"27.6.a",34,96,412471,0.0215
"hom","27",2020,1,"27.6.a",35,63,408401,0.0212
"hom","27",2020,1,"27.6.a",36,34,110676,0.0058
"hom","27",2020,1,"27.6.a",37,14,62980,0.0033
"hom","27",2020,1,"27.6.a",38,4,23857,0.0012
"hom","27",2020,1,"27.6.a",39,5,31937,0.0017
"hom","27",2020,1,"27.7.b",20,3,7941,4e-04
"hom","27",2020,1,"27.7.b",21,3,2155,1e-04
"hom","27",2020,1,"27.7.b",22,23,44326,0.002
"hom","27",2020,1,"27.7.b",23,55,113896,0.0052
"hom","27",2020,1,"27.7.b",24,67,174904,0.008
"hom","27",2020,1,"27.7.b",25,120,361499,0.0166
"hom","27",2020,1,"27.7.b",26,238,864328,0.0396
"hom","27",2020,1,"27.7.b",27,514,2318519,0.1063
"hom","27",2020,1,"27.7.b",28,868,4074567,0.1868
"hom","27",2020,1,"27.7.b",29,777,3707479,0.17
"hom","27",2020,1,"27.7.b",30,510,2615524,0.1199
"hom","27",2020,1,"27.7.b",31,343,1679849,0.077
"hom","27",2020,1,"27.7.b",32,348,1592093,0.073
"hom","27",2020,1,"27.7.b",33,248,1170647,0.0537
"hom","27",2020,1,"27.7.b",34,268,1297180,0.0595
"hom","27",2020,1,"27.7.b",35,187,735374,0.0337
"hom","27",2020,1,"27.7.b",36,97,435352,0.02
"hom","27",2020,1,"27.7.b",37,49,155354,0.0071
"hom","27",2020,1,"27.7.b",38,51,182552,0.0084
"hom","27",2020,1,"27.7.b",39,16,58964,0.0027
"hom","27",2020,1,"27.7.b",40,19,62840,0.0029
"hom","27",2020,1,"27.7.b",41,25,93589,0.0043
"hom","27",2020,1,"27.7.b",42,10,35177,0.0016
"hom","27",2020,1,"27.7.b",43,3,7551,3e-04
"hom","27",2020,1,"27.7.b",44,3,13556,6e-04
"hom","27",2020,1,"27.7.b",46,1,6557,3e-04
"hom","27",2020,1,"27.7.d",20,4,1839,0.0377
"hom","27",2020,1,"27.7.d",21,2,919,0.0189
"hom","27",2020,1,"27.7.d",22,16,7356,0.1509
"hom","27",2020,1,"27.7.d",23,18,8276,0.1698
"hom","27",2020,1,"27.7.d",24,14,6436,0.1321
"hom","27",2020,1,"27.7.d",25,10,4597,0.0943
"hom","27",2020,1,"27.7.d",26,22,10115,0.2076
"hom","27",2020,1,"27.7.d",27,10,4597,0.0943
"hom","27",2020,1,"27.7.d",28,4,1839,0.0377
"hom","27",2020,1,"27.7.d",29,6,2758,0.0566
"hom","27",2020,1,"27.7.e",18,4,525,0.0011
"hom","27",2020,1,"27.7.e",19,12,21577,0.0441
"hom","27",2020,1,"27.7.e",20,34,52468,0.1073
"hom","27",2020,1,"27.7.e",21,44,77784,0.1591
"hom","27",2020,1,"27.7.e",22,66,116676,0.2387
"hom","27",2020,1,"27.7.e",23,57,95492,0.1954
"hom","27",2020,1,"27.7.e",24,21,38760,0.0793
"hom","27",2020,1,"27.7.e",25,13,25709,0.0526
"hom","27",2020,1,"27.7.e",26,14,29841,0.061
"hom","27",2020,1,"27.7.e",27,8,17052,0.0349
"hom","27",2020,1,"27.7.e",28,5,8657,0.0177
"hom","27",2020,1,"27.7.e",29,2,4263,0.0087
"hom","27",2020,1,"27.7.g",20,10,58039,0.0637
"hom","27",2020,1,"27.7.g",21,14,46178,0.0507
"hom","27",2020,1,"27.7.g",22,22,80917,0.0888
"hom","27",2020,1,"27.7.g",23,24,45755,0.0502
"hom","27",2020,1,"27.7.g",24,19,123916,0.136
"hom","27",2020,1,"27.7.g",25,21,137473,0.1509
"hom","27",2020,1,"27.7.g",26,17,100616,0.1104
"hom","27",2020,1,"27.7.g",27,14,143615,0.1576
"hom","27",2020,1,"27.7.g",28,4,46600,0.0511
"hom","27",2020,1,"27.7.g",29,5,58251,0.0639
"hom","27",2020,1,"27.7.g",30,4,46600,0.0511
"hom","27",2020,1,"27.7.g",31,1,11650,0.0128
"hom","27",2020,1,"27.7.g",32,1,11650,0.0128
"hom","27",2020,1,"27.7.j",23,7,69042,0.0054
"hom","27",2020,1,"27.7.j",24,10,101049,0.008
"hom","27",2020,1,"27.7.j",25,35,135083,0.0106
"hom","27",2020,1,"27.7.j",26,108,580780,0.0458
"hom","27",2020,1,"27.7.j",27,267,1333549,0.1051
"hom","27",2020,1,"27.7.j",28,587,3041037,0.2396
"hom","27",2020,1,"27.7.j",29,549,2925616,0.2305
"hom","27",2020,1,"27.7.j",30,334,1836310,0.1447
"hom","27",2020,1,"27.7.j",31,161,905412,0.0713
"hom","27",2020,1,"27.7.j",32,123,668075,0.0526
"hom","27",2020,1,"27.7.j",33,59,336983,0.0266
"hom","27",2020,1,"27.7.j",34,65,277696,0.0219
"hom","27",2020,1,"27.7.j",35,61,245412,0.0193
"hom","27",2020,1,"27.7.j",36,27,122998,0.0097
"hom","27",2020,1,"27.7.j",37,12,38131,0.003
"hom","27",2020,1,"27.7.j",38,10,33961,0.0027
"hom","27",2020,1,"27.7.j",39,4,13171,0.001
"hom","27",2020,1,"27.7.j",40,4,12191,0.001
"hom","27",2020,1,"27.7.j",41,2,6081,5e-04
"hom","27",2020,1,"27.7.j",42,2,6081,5e-04
"hom","27",2020,1,"27.7.j",43,1,3040,2e-04
"hom","27",2020,2,"27.4.a",31,2,14184,1
"hom","27",2020,2,"27.6.a",19,10,110589,0.0223
"hom","27",2020,2,"27.6.a",20,28,306344,0.0617
"hom","27",2020,2,"27.6.a",21,38,418587,0.0843
"hom","27",2020,2,"27.6.a",22,70,760899,0.1533
"hom","27",2020,2,"27.6.a",23,62,670774,0.1351
"hom","27",2020,2,"27.6.a",24,32,342312,0.069
"hom","27",2020,2,"27.6.a",25,22,235029,0.0473
"hom","27",2020,2,"27.6.a",26,38,397260,0.08
"hom","27",2020,2,"27.6.a",27,30,291450,0.0587
"hom","27",2020,2,"27.6.a",28,54,440779,0.0888
"hom","27",2020,2,"27.6.a",29,66,519991,0.1047
"hom","27",2020,2,"27.6.a",30,26,198848,0.0401
"hom","27",2020,2,"27.6.a",31,10,76733,0.0155
"hom","27",2020,2,"27.6.a",32,10,83330,0.0168
"hom","27",2020,2,"27.6.a",33,4,34651,0.007
"hom","27",2020,2,"27.6.a",34,8,62706,0.0126
"hom","27",2020,2,"27.6.a",35,2,14027,0.0028
"hom","27",2020,2,"27.7.b",27,22,76898,0.2149
"hom","27",2020,2,"27.7.b",28,13,44734,0.125
"hom","27",2020,2,"27.7.b",29,8,25140,0.0703
"hom","27",2020,2,"27.7.b",30,7,27376,0.0765
"hom","27",2020,2,"27.7.b",31,11,39947,0.1116
"hom","27",2020,2,"27.7.b",32,14,66102,0.1847
"hom","27",2020,2,"27.7.b",33,2,6285,0.0176
"hom","27",2020,2,"27.7.b",34,8,32902,0.0919
"hom","27",2020,2,"27.7.b",35,10,31425,0.0878
"hom","27",2020,2,"27.7.b",36,1,7023,0.0196
"hom","27",2020,2,"27.7.j",22,2,4869,9e-04
"hom","27",2020,2,"27.7.j",23,3,4865,9e-04
"hom","27",2020,2,"27.7.j",24,24,52784,0.0098
"hom","27",2020,2,"27.7.j",25,50,157416,0.0294
"hom","27",2020,2,"27.7.j",26,139,343188,0.064
"hom","27",2020,2,"27.7.j",27,322,949705,0.1771
"hom","27",2020,2,"27.7.j",28,327,987365,0.1842
"hom","27",2020,2,"27.7.j",29,168,572341,0.1068
"hom","27",2020,2,"27.7.j",30,95,358111,0.0668
"hom","27",2020,2,"27.7.j",31,55,179706,0.0335
"hom","27",2020,2,"27.7.j",32,71,280365,0.0523
"hom","27",2020,2,"27.7.j",33,61,232174,0.0433
"hom","27",2020,2,"27.7.j",34,103,429709,0.0801
"hom","27",2020,2,"27.7.j",35,81,368029,0.0686
"hom","27",2020,2,"27.7.j",36,35,219655,0.041
"hom","27",2020,2,"27.7.j",37,21,85008,0.0159
"hom","27",2020,2,"27.7.j",38,12,106261,0.0198
"hom","27",2020,2,"27.7.j",39,3,28592,0.0053
"hom","27",2020,2,"27.7.j",41,1,1216,2e-04
"hom","27",2020,3,"27.4.c",17,4,80957,0.0178
"hom","27",2020,3,"27.4.c",18,5,106256,0.0233
"hom","27",2020,3,"27.4.c",19,11,232752,0.0511
"hom","27",2020,3,"27.4.c",20,54,1199179,0.263
"hom","27",2020,3,"27.4.c",21,52,1254837,0.2752
"hom","27",2020,3,"27.4.c",22,40,855111,0.1876
"hom","27",2020,3,"27.4.c",23,14,318769,0.0699
"hom","27",2020,3,"27.4.c",24,2,45538,0.01
"hom","27",2020,3,"27.4.c",25,6,141675,0.0311
"hom","27",2020,3,"27.4.c",26,7,172034,0.0377
"hom","27",2020,3,"27.4.c",27,1,25299,0.0055
"hom","27",2020,3,"27.4.c",28,1,25299,0.0055
"hom","27",2020,3,"27.4.c",29,1,25299,0.0055
"hom","27",2020,3,"27.4.c",30,1,25299,0.0055
"hom","27",2020,3,"27.4.c",31,1,25299,0.0055
"hom","27",2020,3,"27.4.c",32,1,25299,0.0055
"hom","27",2020,3,"27.7.b",25,2,17376,0.0079
"hom","27",2020,3,"27.7.b",26,10,25351,0.0116
"hom","27",2020,3,"27.7.b",27,14,79141,0.0362
"hom","27",2020,3,"27.7.b",28,32,159253,0.0728
"hom","27",2020,3,"27.7.b",29,112,459450,0.21
"hom","27",2020,3,"27.7.b",30,122,468918,0.2143
"hom","27",2020,3,"27.7.b",31,78,338110,0.1545
"hom","27",2020,3,"27.7.b",32,58,228991,0.1047
"hom","27",2020,3,"27.7.b",33,46,198737,0.0908
"hom","27",2020,3,"27.7.b",34,28,87192,0.0399
"hom","27",2020,3,"27.7.b",35,10,39099,0.0179
"hom","27",2020,3,"27.7.b",36,18,78308,0.0358
"hom","27",2020,3,"27.7.b",37,2,7988,0.0037
"hom","27",2020,3,"27.7.d",16,2,18215,3e-04
"hom","27",2020,3,"27.7.d",17,33,613202,0.0107
"hom","27",2020,3,"27.7.d",18,111,1279311,0.0223
"hom","27",2020,3,"27.7.d",19,196,2852135,0.0498
"hom","27",2020,3,"27.7.d",20,429,7490882,0.1308
"hom","27",2020,3,"27.7.d",21,1132,17414297,0.304
"hom","27",2020,3,"27.7.d",22,876,13188296,0.2302
"hom","27",2020,3,"27.7.d",23,486,4982475,0.087
"hom","27",2020,3,"27.7.d",24,393,4611735,0.0805
"hom","27",2020,3,"27.7.d",25,246,2524351,0.0441
"hom","27",2020,3,"27.7.d",26,112,1163426,0.0203
"hom","27",2020,3,"27.7.d",27,61,520529,0.0091
"hom","27",2020,3,"27.7.d",28,32,279951,0.0049
"hom","27",2020,3,"27.7.d",29,25,234315,0.0041
"hom","27",2020,3,"27.7.d",30,6,64301,0.0011
"hom","27",2020,3,"27.7.d",31,3,34912,6e-04
"hom","27",2020,3,"27.7.d",33,1,12143,2e-04
"hom","27",2020,3,"27.7.f",18,2,1676,0.0119
"hom","27",2020,3,"27.7.f",19,19,15931,0.1134
"hom","27",2020,3,"27.7.f",20,33,27669,0.1969
"hom","27",2020,3,"27.7.f",21,41,34377,0.2446
"hom","27",2020,3,"27.7.f",22,17,13968,0.0994
"hom","27",2020,3,"27.7.f",23,10,8384,0.0597
"hom","27",2020,3,"27.7.f",24,8,6707,0.0477
"hom","27",2020,3,"27.7.f",25,5,3620,0.0258
"hom","27",2020,3,"27.7.f",26,9,4974,0.0354
"hom","27",2020,3,"27.7.f",27,10,5527,0.0393
"hom","27",2020,3,"27.7.f",28,6,3316,0.0236
"hom","27",2020,3,"27.7.f",29,13,7185,0.0511
"hom","27",2020,3,"27.7.f",30,13,7185,0.0511
"hom","27",2020,3,"27.7.j",27,8,79850,0.047
"hom","27",2020,3,"27.7.j",28,20,194759,0.1145
"hom","27",2020,3,"27.7.j",29,22,195359,0.1149
"hom","27",2020,3,"27.7.j",30,50,322480,0.1896
"hom","27",2020,3,"27.7.j",31,36,263300,0.1548
"hom","27",2020,3,"27.7.j",32,26,154279,0.0907
"hom","27",2020,3,"27.7.j",33,14,68248,0.0401
"hom","27",2020,3,"27.7.j",34,18,138256,0.0813
"hom","27",2020,3,"27.7.j",35,26,167550,0.0985
"hom","27",2020,3,"27.7.j",36,20,77246,0.0454
"hom","27",2020,3,"27.7.j",37,6,21026,0.0124
"hom","27",2020,3,"27.7.j",39,4,14017,0.0082
"hom","27",2020,3,"27.7.j",40,2,4041,0.0024
"hom","27",2020,4,"27.4.a",28,4,4,0.0455
"hom","27",2020,4,"27.4.a",29,12,12,0.1364
"hom","27",2020,4,"27.4.a",30,28,29,0.3295
"hom","27",2020,4,"27.4.a",31,22,22,0.25
"hom","27",2020,4,"27.4.a",32,8,8,0.0909
"hom","27",2020,4,"27.4.a",33,9,9,0.1023
"hom","27",2020,4,"27.4.a",34,3,3,0.0341
"hom","27",2020,4,"27.4.a",35,1,1,0.0114
"hom","27",2020,4,"27.4.c",20,22,495426,0.1445
"hom","27",2020,4,"27.4.c",21,31,635412,0.1853
"hom","27",2020,4,"27.4.c",22,26,601424,0.1754
"hom","27",2020,4,"27.4.c",23,13,256930,0.0749
"hom","27",2020,4,"27.4.c",24,16,292647,0.0854
"hom","27",2020,4,"27.4.c",25,26,557642,0.1627
"hom","27",2020,4,"27.4.c",26,11,225822,0.0659
"hom","27",2020,4,"27.4.c",27,6,126160,0.0368
"hom","27",2020,4,"27.4.c",28,7,163605,0.0477
"hom","27",2020,4,"27.4.c",29,2,42053,0.0123
"hom","27",2020,4,"27.4.c",30,2,31108,0.0091
"hom","27",2020,4,"27.6.a",21,10,47425,0.0024
"hom","27",2020,4,"27.6.a",22,58,317276,0.0162
"hom","27",2020,4,"27.6.a",23,182,1017791,0.0521
"hom","27",2020,4,"27.6.a",24,208,1217090,0.0623
"hom","27",2020,4,"27.6.a",25,186,833820,0.0427
"hom","27",2020,4,"27.6.a",26,197,761261,0.039
"hom","27",2020,4,"27.6.a",27,638,2136665,0.1093
"hom","27",2020,4,"27.6.a",28,1439,4324728,0.2213
"hom","27",2020,4,"27.6.a",29,1497,4720543,0.2416
"hom","27",2020,4,"27.6.a",30,886,2781315,0.1423
"hom","27",2020,4,"27.6.a",31,319,1062356,0.0544
"hom","27",2020,4,"27.6.a",32,110,167638,0.0086
"hom","27",2020,4,"27.6.a",33,45,106236,0.0054
"hom","27",2020,4,"27.6.a",34,10,12946,7e-04
"hom","27",2020,4,"27.6.a",35,5,31204,0.0016
"hom","27",2020,4,"27.6.a",36,4,2589,1e-04
"hom","27",2020,4,"27.7.d",15,7,21079,3e-04
"hom","27",2020,4,"27.7.d",16,22,94840,0.0015
"hom","27",2020,4,"27.7.d",17,90,461563,0.0071
"hom","27",2020,4,"27.7.d",18,337,2369055,0.0366
"hom","27",2020,4,"27.7.d",19,639,4435502,0.0684
"hom","27",2020,4,"27.7.d",20,1509,11376257,0.1756
"hom","27",2020,4,"27.7.d",21,2036,15909056,0.2455
"hom","27",2020,4,"27.7.d",22,1433,11357973,0.1753
